museum,title,raw_text,year,period,url,text_to_analyze,category
Pushkin Museum,Виктор Пивоваров. Потерянные ключи,Виктор Пивоваров. Потерянные ключи 22 марта – 15 мая 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/pivovarov/index.php?lang=ru,"Музей изобразительных искусств имени А.С. Пушкина представляет выставку Виктора Пивоварова «Потерянные ключи». Выставки-интервенции, предусматривающие агрессивное вторжение актуального искусства на территорию классического, или, напротив, их мирное сосуществование на одной выставочной площадке, стали неотъемлемой чертой современного художественного пространства. И дело, наверное, не только в уже почти изжившей себя постмодернистской практике, приучившей художника и зрителя свободно оперировать «чужими языками», играть культурными кодами минувших эпох, бегло разбираться в старинной символике и атрибутике. Многочисленные примеры «включения» в традиционную экспозицию произведений современных художников музеями Парижа и Нью-Йорка, Рима и Вены, Москвы и Санкт-Петербурга говорят о растущей популярности этой выставочной стратегии. В ней кроется и тайное желание классического искусства и традиционного музея быть современным, понятным и доступным молодому массовому зрителю, и, напротив, искания сегодняшней актуальной культуры – стремление к изменению собственного статуса,",западное искусство
Pushkin Museum,Римская скульптура из Волюбилиса (Марокко),Римская скульптура из Волюбилиса (Марокко) 17 марта – 03 мая 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/morocco/index.php?lang=ru,"ГМИИ им. А.С. Пушкина открывает выставку «Римская скульптура из Волюбилиса (Марокко)». В экспозиции представлены произведения римской скульптуры из собрания Археологического музея Рабата, выставка приурочена к визиту в Москву короля Марокко Мохаммеда VI. В древности территория Марокко входила в состав Римской империи и располагалась на ее крайних юго-западных рубежах. Экспонируемые восемь крупных фигур представляют скульптуру Волюбилиса ( Volubilis – от лат. «щедрый»; вероятно, город на щедрой, благодатной земле) – одного из самых больших городов этого края, считавшегося столицей Мавританского царства. Волюбилис возник около III в. до н.э. и, населенный берберами, греками, евреями и сирийцами, в 40 году н.э. был присоединен императором Калигулой к Римской империи. В период наивысшего расцвета в городе проживало около 20 000 человек. В Волюбилисе, как и в других римских провинциях, процветали разные виды искусства – строились монументальные здания, базилики и триумфальные арки, украшенные скульптурными изображениями. Скульптуры стояли и на городс",восточное искусство
Pushkin Museum,Кранахи. Между Ренессансом и маньеризмом,Кранахи. Между Ренессансом и маньеризмом 04 марта – 15 мая 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/cranach/index.php?lang=ru,"Государственный музей изобразительных искусств имени А.С. Пушкина впервые в России представляет масштабную выставку, посвященную творчеству выдающегося мастера Северного Возрождения Лукаса Кранаха Старшего (1472–1553) и представителей нескольких поколений этой прославленной династии. Сорок восемь живописных и более пятидесяти графических произведений из собраний музеев Готы, Берлина, Мадрида, Праги, Будапешта, Москвы, Санкт-Петербурга, Нижнего Новгорода и нескольких российских частных коллекций отражают разные этапы развития творческой традиции семьи Кранахов, где сочетаются интерес к истинно ренессансному прочтению религиозных и мифологических тем с элементами позднеготическоой сказочности и спиритуализма. Экспозиция прослеживает важные почвенные перемены, произошедшие в художественном сознании немецких мастеров в период между Ренессансом и маньеризмом. Образовательная программа к выставке: «Кранахи. Между Ренессансом и маньеризмом» Стоимость билетов на посещение постоянной экспозиции музея и выставки « Кранахи. Между Ренессансом и маньеризмом »:",западное искусство
Pushkin Museum,Мир впечатлений и впечатления от мира. Путешествия доктора Живаго,Мир впечатлений и впечатления от мира. Путешествия доктора Живаго 01 марта – 24 апреля 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/zhivago/index.php?lang=ru,"ГМИИ им. А.С. Пушкина представляет выставку «Мир впечатлений и впечатления от мира. Путешествия доктора Живаго». Зрители увидят архивные фотографии, созданные ученым и путешественником Александром Васильевичем Живаго во время его поездок по всему миру, вместе с живописными произведениями художников рубежа ХIX–XX веков – Эдуара Мане, Винсента ван Гога, Эдварда Мунка и других. В экспозиции впервые представлен обширный фотографический материал из архива сотрудника нашего Музея Александра Васильевича Живаго (1860–1940). Разносторонне одаренный человек: врач, путешественник, коллекционер, ученый, Живаго был настоящим энтузиастом стереофотографии. Его фотоархив насчитывает более 6000 снимков, сделанных им и его друзьями-фотографами в 1900-е годы во время их многочисленных поездок по странам Европы, Азии и Африки. С тех пор как человек стал путешествовать, возникла традиция фиксировать путевые впечатления. Описание поездки нередко дополнялось зарисовками увиденного. Развитие техники фотографии произвело подлинную р",западное искусство
Pushkin Museum,Эрвин Олаф. Оммаж Луи Галле,Эрвин Олаф. Оммаж Луи Галле 25 февраля – 24 апреля 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/olaf/index.php?lang=ru,"ГМИИ им. А.С. Пушкина представляет выставку современного нидерландского фотографа Эрвина Олафа , посвященную серии фотографий «Последние почести останкам графов Эгмонта и Горна». Фотосерия отсылает к известной картине бельгийского живописца XIX века Луи Галле (Louis Gallait) с тем же названием. Существует несколько реплик картины «Последние почести останкам графов Эгмонта и Горна», одна из которых находится в собрании ГМИИ им. А.С. Пушкина. В 2012 году по просьбе дирекции замка Ван Гаасбек в Бельгии Эрвин Олаф создал своего рода оммаж Луи Галле, собственную интерпретацию легендарной картины, превратив ее в новое историческое полотно. Сюжет картины Луи Галле связан с событиями Нидерландской революции 1568–1648 годов. Главные герои, графы Эгмонт и Горн, были обезглавлены в Брюсселе в 1568 году. На картине Галле изображены члены Брюссельской гильдии стрелков из арбалета, пришедшие отдать последние почести казненным. В экспозиции представлено семь фотографий Эрвина Олафа из собрания замка Ван Гаасбек и одна картина из собрания ГМИИ им. А.С. Пушкина. Серия Олафа «Последние по",западное искусство
Pushkin Museum,«Повтор рождения» – реставрация слепка египетской статуи,«Повтор рождения» – реставрация слепка египетской статуи 24 февраля – 15 марта 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/repeat /index.php?lang=ru,"Слепок статуи вельможи Хертихотепа (Cл. I. 1. 98), хранящийся в отделе ГМИИ им. А.С. Пушкина «Учебный художественный музей им. И.В. Цветаева» был поврежден в 2008 году и долгое время находился в запаснике. В 2014 году по инициативе хранителя Н.В. Лаврентьевой реставратор А.В. Шекурова начала работу по восстановлению разбитого слепка. В течение года велись реставрационные работы, и теперь памятник вновь будет помещен в экспозицию отдела «Учебный художественный музей». Эта выставка расскажет о процессе реставрации и месте памятника в истории древнеегипетского искусства. Оригинал находится в Берлинском музее – это статуя Хертихотепа, принадлежащая к типу так называемых статуй в плащах , характерных для эпохи Среднего царства (XII–XVIII вв. до н.э.). Этот шедевр – один из лучших примеров памятников данного типа, и отличается высоким художественным качеством и мастерски созданным образом портретируемого. В январе 2016 года подлинник экспонировался на крупнейшей выставке, посвященной искусству Среднего царства в Музее Метрополитен",национальное российское искусство
Pushkin Museum,Понятие о совершенном живописце. Русские гравированные академические оригиналы и пособия для художников XVIII века,Понятие о совершенном живописце. Русские гравированные академические оригиналы и пособия для художников XVIII века 20 февраля – 26 июня 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/perfect_painter/index.php?lang=ru,"ГМИИ им. А.С. Пушкина представляет выставку «Понятие о совершенном живописце», которая знакомит зрителя с приемами обучения в русской академической школе ХVIII века. Экспозиция не случайно расположена в Олимпийском зале Музея среди слепков, подобных тем, что заполняли учебные мастерские. Гипсы были вторым этапом художественного образования, а первым – гравированные «образцы». Сохранились многочисленные рисунки, копирующие эти гравюры, в то время как сами эстампы редки и в полном составе присутствуют не в каждом музее. Их значимость не ограничивается учебной практикой, но затрагивает всю русскую культуру, захваченную в ХVIII столетии стремлением освоить европейское художественное наследие. В экспозиции представлены гравюры, учебные пособия и книги для художников того времени. Большой интерес представляют книги по искусству, изданные в России в ХVIII веке. Название выставки «Понятие о совершенном живописце» воспроизводит заголовок одной из них. Так скульптор Архип Матвеевич Иванов (1749-1826) озаглавил сочин",национальное российское искусство
Pushkin Museum,Нарисуй мне шедевр. Семь тысяч лет истории искусства в детских рисунках,Нарисуй мне шедевр. Семь тысяч лет истории искусства в детских рисунках 15 февраля – 06 марта 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/muzeon /index.php?lang=ru,"ГМИИ им. А.С. Пушкина и Парк искусств «Музеон» представляют выставку детских рисунков, созданных под впечатлением от шедевров одного из крупнейших музейных собраний зарубежного искусства в России. Фараоны и императоры, крылатые быки шеду, боги и герои античной Греции соседствуют в проекте с интерпретациями знаменитых работ импрессионистов и полотен старых мастеров. В выставке участвуют работы учеников изостудии ГМИИ им. А.С. Пушкина. Она основана в начале 1960-х годов как начальное звено всей системы эстетического воспитания детей в Музее. Более века назад Музей изящных искусств был создан как учебно-образовательный и публичный музей, в котором представлены основные этапы истории искусства с древних времен до Нового времени. Сегодня ГМИИ им. А.С. Пушкина остается источником знаний и вдохновения для художников разного возраста. Если у вас тоже есть рисунки из Пушкинского, размещайте их в социальных сетях с хэштегом #НАРИСУЙМНЕШЕДЕВР и мы пригласим вас участвовать в акции «Рисуем вместе» , которая пройдет в ГМИИ им. А.С. Пушкина 21 ф",западное искусство
Pushkin Museum,«Два Аменемхета»: портреты одного царя эпохи Среднего царства,«Два Аменемхета»: портреты одного царя эпохи Среднего царства 02 февраля – 09 мая 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/amenemhat/index.php?lang=ru,"Государственный музей изобразительных искусств имени А.С. Пушкина представляет выставку «“Два Аменемхета”: портреты одного царя эпохи Среднего царства». Она посвящена 160-летию со дня рождения выдающегося русского ученого Владимира Семёновича Голенищева (1856–1947), бесценная коллекция которого легла в основу египетского собрания ГМИИ им. А.С. Пушкина. Впервые две статуи царя Аменемхета III из собраний Государственного Эрмитажа и ГМИИ им. А.С. Пушкина экспонируются вместе. Аменемхет III – один из самых известных правителей Древнего Египта эпохи Среднего царства, шестой царь 12 династии (1853–1805 до н. э.). До настоящего времени дошло около 60 статуй царя и их фрагментов, которые находятся в знаменитых египетских собраниях Каира, Берлина, Мюнхена, Парижа, Копенгагена, Рима. На выставке рядом с фрагментом статуи сидящего Аменемхета III из коллекции ГМИИ представлено сохранившееся в полный рост изваяние царя на троне из собрания Государственного Эрмитажа. На передней поверхности трона и постаменте этой статуи вырезаны два столбца иероглифи",восточное искусство
Pushkin Museum,Карандашная манера,Карандашная манера 02 февраля – 23 февраля 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/technics/crayon_engraving/index.php?lang=ru,"МЕРОПРИЯТИЕ К ВЫСТАВКЕ Техники гравюры XV-XX веков: от гравюры на дереве до шелкографии 24 фев - 31 май 2015 Главное здание Правила посещения Очередная выставка цикла «Техники гравюры» посвящена редкой и чрезвычайно интересной технике, получившей название «карандашной манеры». Она была изобретена гравером Жаном-Шарлем Франсуа (1717–1769) в 1757 году. В основе этой старинной техники лежит процесс механической обработки медной доски, предварительно покрытой офортным лаком, специальными инструментами, так называемыми «рулетками». Они состоят из деревянных ручек, на конце которых закреплены вертящиеся колесики с мелкими зубцами, которые при прокатывании «рулетки» по поверхности доски оставляют на ней углубления-точки. Нанесенные в большом количестве, эти точки образуют линии, из которых складывается изображение. После нанесения рисунка на поверхность доски гравер травит её кислотой, которая разъедает металл лишь в тех местах, где офортный грунт был «проколот» зубцами рулетки. Затем мастер промывает доску и счищает с нее грунт. После этого можно переходить к процессу печати оттисков. Каранда",западное искусство
Pushkin Museum,«Поленовское рождество» в ГМИИ им. А.С. Пушкина,«Поленовское рождество» в ГМИИ им. А.С. Пушкина 26 декабря 2015 – 26 января 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/christmas/index.php?lang=ru,"ГМИИ им. А.С. Пушкина совместно с государственным мемориальным историко-художественным музеем-заповедником В.Д. Поленова представляют программу для детей «Поленовское рождество». В программе: демонстрация диорамы «Волшебные световые картинки Василия Дмитриевича Поленова» в сопровождении иллюстраций Елены Дмитриевны Поленовой к русским народным сказкам. Диорама в переводе с греческого языка означает вид, зрелище . Первую диораму создал в 1822 году Луи Жак Даггер – создатель фотографии. Диорама – это картина, живущая вне времени, где сюжет и время дня меняются в течение нескольких секунд в зависимости от освещения. В доме Поленовых любимым развлечением членов семьи был просмотр диорам. «Если поднести картину к фонарю, то первый план освещается лампочкой, которая ставится перед картинкой, а если фонарь переносится назад, то второй план, более сумрачный, проступает», – рассказывает директор музея-заповедника В.Д. Поленова Наталья Поленова. С такими диорамами Василий Дмитриевич Поленов ездил по соседним деревням и селам. Только вместо фонарей тогда использовались свечи. Сегодня сохранившиеся диорамы, созданные художником, можно увидеть лишь в музее. Диорамы – одно из последних творческих занятий Поленова. Старшая дочь художника Екатерина Васильевна рассказывает, что Василий Дмитриевич начал работать над диорамами в возрасте 76 лет и был невероятно увлечен, посвящая этому делу все свое время. Произведения Поленова с видами городов Италии и Парижа, привезенные из европейских поездок, вдохновили его создать для своих детей картины по следам этих путешествий. Ему хотелось дать людям возможность увидеть другие страны. «Вы подумайте, как живут крестьяне. Полгода холода, темноты, ничего, кроме трактира. С тоски можно умереть. И вдруг кругосветное путешествие!», – вспоминает Екатерина Васильевна. Все картины и сюжеты связаны и представляют собой кругосветное путешествие из усадьбы Борок на реке Оке. Приглашаем детей и взрослых отправиться в это увлекательное и волшебное путешествие в канун Нового года. Проехать всю Украину, Увидеть Баварию и Швейцарские Альпы, побывать в старинном монастыре на Сен-Готардском перевале, в Венеции и Неаполе, пересечь Атлантический и Индийский океаны, оказаться на рисовых плантациях Китая, отправиться в Стамбул, и снова вернуться в усадьбу Борок – по-настоящему сказочный и незабываемый вояж. «…Картина меняется в зависимости от направления света спереди или сзади. Можно очень разнообразить пейзажи, марины, горы, комнаты, улицы. Дневное освещение можно сделать переходящим в ночное медленно или мгновенно, выходит что-то вроде волшебства. Содержание картин очень разнообразно. В моей диораме оно состоит из путешествий вокруг света, начиная с реки Оки… Я сделал это для детей, которые все время восклицают от восторга и удивляются, но, оказывается, и взрослые восхищаются», – из переписки Василия Дмитриевича Поленова (Борок, 1920). В Центре эстетического воспитания «Мусейон» будет представлено 16 диорам В.Д. Поленова. В течение всего месяца, начиная с 26 декабря 2015 года, будут проходить сеансы просмотра диорам. Расписание сеансов: 26.12.2015 16:00, 16:30, 17:00, 17:30, 18:00 29.12.2015 11:00, 11:30, 12:00, 12:30, 13:00 05.01.2016 13:00,13:30, 14:00, 14:30, 15:00 08.01.2016 14:00, 14:30, 15:00, 15:30, 16:00 09.01.2016 12:00, 12:30, 13:30, 14:00, 14:30, 15:00 13.01. 2016 16:00, 16:30, 17:00, 17:30, 18:00 15.01.2016 15:00, 15:30, 16:00 21.01.2016 16:00, 16:30, 17:00, 17:30, 18:00 23.01.2016 12:00,:12:30, 13:00 Длительность одного показа – 20 мин. Стоимость детского билета 180 рублей. Льготный билет – 90 рублей. Билеты в кассах ЦЭВ «Мусейон» и Отдела личных коллекций (Москва, ул. Волхонка, 10) Выставка 26 дек 2015 - 26 янв 2016 Мусейон Правила посещения Нажимая кнопку «СОГЛАСЕН», Вы подтверждаете, что проинформированы об использовании cookies на нашем сайте. Вы можете запретить сохранение cookies в настройках браузера. Согласен Билеты и льготы Посетителям с инвалидностью Акция «Музейная неделя» для участников СВО и членов их семей Противодействие коррупции Открытые данные Контакты Музей в соцсетях OK VKontakte TripAdviser Telegram Яндекс Цзен RuTube Max Подписка на новости Я согласен(на) с условиями информационной рассылки Я согласен(на) с Политикой конфиденциальности и обработки персональных данных Напишите нам Оценка качества услуг © Государственный музей изобразительных искусств имени А.С. Пушкина Испол",национальное российское искусство
Pushkin Museum,Немецкий книжный дизайн. Лучшие образцы книжного оформления конца ХIХ – начала XXI века из собраний Центра немецкой книги и Научной библиотеки ГМИИ им. А.С. Пушкина,Немецкий книжный дизайн. Лучшие образцы книжного оформления конца ХIХ – начала XXI века из собраний Центра немецкой книги и Научной библиотеки ГМИИ им. А.С. Пушкина 23 декабря 2015 – 28 февраля 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/books/index.php?lang=ru,"В завершение Года литературы Государственный музей изобразительных искусств имени А.С. Пушкина и Центр немецкой книги в Москве (представительство Франкфуртской книжной ярмарки) представляют выставку «Немецкий книжный дизайн. Лучшие образцы книжного оформления конца ХIХ – начала XXI века из собраний Центра немецкой книги и Научной библиотеки ГМИИ им. А.С. Пушкина» , организованную на базе Учебного художественного музея имени И.В. Цветаева. Основу экспозиции составляют издания – носители почетного звания «Самая красивая немецкая книга» 2014-2015 годов. Одноименная премия присуждается фондом «Искусство книги» (“Stiftung Buchkunst”) уже более 60 лет. Целью вручения такой премии является утверждение образцов, на которые могут ориентироваться другие работники книжной отрасли, равно как и отслеживание новых тенденций в оформлении. Издания отбираются по трем основным параметрам: общий замысел, оформление и качество обработки материала. В состав независимого жюри входят профессионалы книжного дела: издатели, дизайнеры, книгопечатники, мастера переплетных работ, распространители. В течение года коллекцию книг-лауреатов можно увидеть на различных площадках на территории Германии и за ее пределами, тем не менее, в музейном пространстве они оказываются нечасто. На выставке с искусством книги можно соприкоснуться не только фигурально, но и буквально: издания, предоставленные Центром немецкой книги, представляют собой смотровые экземпляры. Современные издания дополняют книги из собрания Научной библиотеки ГМИИ им. А.С. Пушкина, отпечатанные в Германии в конце XIX – первой трети XX века: именно на этот период приходится расцвет типографского дела в стране, лидировавшей в то время в мировом книжном производстве и одной из первых внедрявшей новые технологии. Немецкие издатели заботились о возрождении книжной культуры, улучшении оформления, ориентируясь в том числе на модернистские течения в изобразительном искусстве и литературе. Размещенные в витринах экспонаты в полной мере соответствуют эпитету «Самая красивая немецкая книга»: среди них можно встретить как редкий библиофильский экземпляр в роскошном стилизованном переплете, так и адресованные массовому читателю книги карманного формата, отличающиеся особой элегантностью. Экспонируемые книги выделяются изысканным оформлением, тщательно подобранными шрифтами и бумагой. Для изданий конца XIX – начала XX века характерно создание красочных переплетов, часто декорированных золотым тиснением с использованием кожи и других покрывных материалов, ее имитирующих. Изобразительный ряд знакомит с различными распространенными в то время техниками: литографией, ксилографией, тоновой гравюрой на дереве и металле, цинкографией, фото- и гелиотипией. Сопоставление экспонатов, датирующихся с промежутком в столетие, позволяет увидеть, что определенные приемы оформления – такие, как блинтовое тиснение, использование бумаги верже, тонирование обреза, сочетание различных шрифтовых гарнитур – находят широкое применение и сегодня, в то время как другие его элементы, например, специально отведенное на форзаце место для экслибриса – в настоящее время знакомы только библиофилам. Несмотря на то, что новаторски оформленная книга входит в состав многих крупных выставок, искусство книжного дизайна все же чрезвычайно редко становится самостоятельной темой для экспозиции в художественном музее. Совместный проект ГМИИ им. А.С. Пушкина и Центра немецкой книги призван показать, что спустя сто лет после проведения знаменитой Международной выставки печатного дела и графики в Лейпциге (1914) вопросы печатного дела и искусства оформления по-прежнему актуальны с художественной точки зрения. Куратор выставки: Татьяна Зборовская Выставка 23 дек 2015 - 28 фев 2016 Учебный музей (РГГУ) Правила посещения 28 янв 2016 Лекция Лекция Александра Севастьянова «Книжная иллюстрация: от истоков до эпохи технической воспроизводимости». ЦЭВ «Мусейон» 30 янв 2016 Экскурсия Экскурсия по выставке для подростков «Как устроена книга?» Учебный музей 06 фев 2016 Лекция Мастер-класс для детей «История книги своими руками» от издательства «КомпасГид». Учебный музей 13 фев 2016 Лекция Встреча на выставке с Борисом Трофимовым «Аргументы в пользу выбора жюри». Учебный музей 13 фев 2016 Лекция Мастер-класс для детей «История книги своими руками» от издательства",западное искусство
Pushkin Museum,Ильязд. XX век Ильи Зданевича. Из частных и музейных собраний России и Франции,Ильязд. XX век Ильи Зданевича. Из частных и музейных собраний России и Франции 15 декабря 2015 – 14 февраля 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/zdanevich/index.php?lang=ru,"ГМИИ им. А.С. Пушкина представляет первую в России ретроспективную выставку Ильи Михайловича Зданевича (1894–1975) «Ильязд. XX век Ильи Зданевича». Экспозиция посвящена творчеству поэта, теоретика русского авангарда, ученого-этнографа, дизайнера тканей, издателя. Зданевич (Ильязд) работал и дружил с ведущими художниками XX века – Пабло Пикассо, Максом Эрнстом, Жоаном Миро и многими другими. На выставке впервые будут показаны все издания созданные Ильей Зданевичем в жанре livre d'artiste и более 200 оригинальных графических работ к ним, исполненных мастерами, с которыми он сотрудничал. В экспозиции представлены произведения из частных собраний Бориса Фридмана и Георгия Генса, архива Ильязда (Франция), французских частных собраний, Российского государственного архива литературы и искусства, Государственного литературного музея, Санкт-Петербургского государственного музея театрального и музыкального искусства, Музея Анны Ахматовой в Фонтанном доме, архива CHANEL (Франция). Приглашенный куратор",западное искусство
Pushkin Museum,Святослав Рихтер. Портреты в интерьере,Святослав Рихтер. Портреты в интерьере 08 декабря 2015 – 11 февраля 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/portraits/index.php?lang=ru,"«Я видела его радостным и необыкновенно грустным, просветленно возвышенным, а иногда удручающе несправедливым, ликующим и гневным… Но только во всем был другой, нездешний масштаб, нездешняя свобода и сила изъявления, нездешняя глубина проникновения в самую суть», — таков словесный портрет Рихтера от Ирины Александровны Антоновой. Еще при жизни великого музыканта всем его современникам было очевидно, что «он соединительное звено между настоящим и вечностью» (А. Шнитке). Полвека Рихтер царил на эстраде и «был недосягаем, как небо» (Е. Леонская). Каждому фотографу и оператору было известно, как Рихтер ненавидит съемки во время своих выступлений, когда «на лице отражена мучительная работа, а это не то, важен лишь результат». Но именно эти редкие (иногда мучительные, а иногда восторженные) моменты рождения музыки всегда привлекали художников из числа его поклонников. Представленная на выставке иконография музыканта не носит исчерпывающего характера, но дает представление о времени, масштабе личности и чрезвычайно широкой амплитуде эмоциональных состояний модели. Разные по характеру и технике исполнения портреты 1940–2000-х годов, в реалистической и авангардной манере, принадлежащие мэтрам и молодым живописцам, демонстрируют непреходящий интерес к личности Рихтера и его творчеству. Большинство из художников, писавших Рихтера, пытались уловить не столько внешнее сходство, сколько передать внутреннее «я» музыканта. Образ Рихтера на портретах чрезвычайно разнообразен: это романтический юноша (Р. Фальк) и «молодой лев» периода Sturm und Drang (А. Трояновская), аскет и строгий философ за роялем (П. Дик, А. Тамбиев), исполненный воли и монументальности мужской профиль (В. Шухаев) и, наконец, силач в бабочке c грустно-удивленным выражением лица (Я. Левинштейн). Кроме завершенных портретов Рихтера и эскизных набросков (А. Лабас) на выставке представлены макеты Б. Мессерера к трем постановкам пианиста на «Декабрьских вечерах» и акварели художника с видами Тарусы (2015). Тема «Декабрьских вечеров» нашла отражение также в рисунке и акварели. На выставке представлены живописные и графические работы из коллекций ГМИИ им. А.С. Пушкина, ВМОМК им. М.И. Глинки и частных собраний. Выставка 08 дек 2015 - 11 фев 2016 Мемориальная квартира Святослава Рихтера Правила посещения Нажимая кнопку «СОГЛАСЕН», Вы подтверждаете, что проинформированы об использовании cookies на нашем сайте. Вы можете запретить сохранение cookies в настройках браузера. Согласен Билеты и льготы Посетителям с инвалидностью Акция «Музейная неделя» для участников СВО и членов их семей Противодействие коррупции Открытые данные Контакты Музей в соцсетях OK VKontakte TripAdviser Telegram Яндекс Цзен RuTube Max Подписка на новости Я согласен(на) с условиями информационной рассылки Я согласен(на) с Политикой конфиденциальности и обработки персональных данных Напишите нам Оценка качества услуг © Государственный музей изобразительных искусств имени А.С. Пушкина Использование материалов и изображений Старая версия сайта arts-museum.ru",национальное российское искусство
