museum,place,title,date_range,year,period,url,description,category
The Art Newspaper Russia,Выставки,Штирлиц идет по коридору: выставка про женщин-режиссеров,04.04.2025,2025,post_2022,https://www.theartnewspaper.ru/posts/20250404-mgmx,В Еврейском музее и центре толерантности при поддержке Государственного центрального музея кино открыта выставка «Женщина за кадром. Постскриптум к 100-летию кинорежиссера Татьяны Лиозновой»,восточное искусство
The Art Newspaper Russia,Выставки,Большой проект о большом человеке: студенты посвятили выставку Леониду Бажанову,08.04.2025,2025,post_2022,https://www.theartnewspaper.ru/posts/20250408-evgf,"В HSE ART GALLERY проходит выставка памяти Леонида Бажанова, организованная при поддержке Школы дизайна НИУ ВШЭ и ART ВЫШКИ",национальное российское искусство
The Art Newspaper Russia,Выставки,Шотландские колористы: локальное объединение в поиске контекста,01.04.2025,2025,post_2022,https://www.theartnewspaper.ru/posts/20250331-zcsk,"Объединение четырех художников оказало серьезное влияние на развитие искусства Шотландии. Выставка в Эдинбурге впервые представляет Фрэнсиса Каделла, Сэмюэля Пепло, Джона Дункана Фергюссона и Лесли Хантера в контексте творчества их современников",западное искусство
The Art Newspaper Russia,Выставки,Катика в фонде Ruarts: перевязывая душевные раны,08.04.2025,2025,post_2022,https://www.theartnewspaper.ru/posts/20250407-lrqt,"В рамках своей грантовой программы московский фонд показывает персональную выставку художницы Катики. Это почти два десятка произведений, связанных крючком из шерстяных ниток и украшенных бусинами и стразами",западное искусство
The Art Newspaper Russia,Выставки,Двойная доза провокации и веселья на двух лондонских выставках,09.04.2025,2025,post_2022,https://www.theartnewspaper.ru/posts/20250409-gjlx,"В Hayward Gallery демонстрируют работы англичанки Линдер и американки Микалин Томас. Каждая из художниц по-своему бросает вызов ханжеству и конформизму, а объединяет их юмор, чувственность, гламур — и техника коллажа",западное искусство
The Art Newspaper Russia,Санкт-Петербург Россия,"Это трубка Хармса: открылась выставка, посвященная легендарному обэриуту",10.04.2025,2025,post_2022,https://www.theartnewspaper.ru/posts/20250410-csfg,"В петербургской KGallery идет выставка «Почему, почему я лучше всех? Хармс и компания» к 120-летию легендарного обэриута, где архивные реликвии соседствуют с работами художников 1920–1930-х годов",западное искусство
The Art Newspaper Russia,Выставки,PA Gallery: «Наш горизонт планирования — карьера художника»,14.04.2025,2025,post_2022,https://www.theartnewspaper.ru/posts/20250402-qort,"Елена Паршина и Надежда Аванесова, основательницы московской PA Gallery, недавно отметившей пятилетие, рассказали о стратегии продвижения художников, принципах создания экспозиций и о важности участия в ярмарках",национальное российское искусство
The Art Newspaper Russia,Выставки,Еврейский музей приглашает гостей новой выставки на танец,14.04.2025,2025,post_2022,https://www.theartnewspaper.ru/posts/20250414-awmj,"Экспозиция «Танец ХХ века. Матисс, Малевич, Дягилев, Кандинский и другие» рассказывает, как в прошлом столетии хореография прошла тот же путь, что и изобразительное искусство: от авангарда к постмодерну",западное искусство
The Art Newspaper Russia,Выставки,Дом Наркомфина отбрасывает историко-художественную «Тень»,14.04.2025,2025,post_2022,https://www.theartnewspaper.ru/posts/20250414-gyoe,В пространстве знаменитого памятника конструктивизма музей «Гараж» представил новый проект из серии «Несущие конструкцию». На этот раз наследие архитекторов Моисея Гинзбурга и Игнатия Милиниса взялся осмыслять художник Михаил Добровольский,западное искусство
The Art Newspaper Russia,Выставки,В Суздале в деревянном доме запустили цифровой «Коллайдер»,15.04.2025,2025,post_2022,https://www.theartnewspaper.ru/posts/20250415-zixr,В новом выставочном пространстве Творческого сообщества МИРА архитектурные традиции прошлого сталкиваются с искусством будущего под руководством законодателя альтернативной моды Андрея Бартенева,восточное искусство
The Art Newspaper Russia,Выставки,На выставке в Кремле подают китайскую кухню,15.04.2025,2025,post_2022,https://www.theartnewspaper.ru/posts/20250415-tdpd,Приехавший в Москву проект «Изысканная трапеза. История еды в Древнем Китае» был обкатан в залах Национального музея Китая в 2021 году и пользовался огромным успехом у туристов из самых разных стран. Потому что все любят поесть,восточное искусство
The Art Newspaper Russia,Выставки,«ГЭС-2» раскапывает глубокие аспекты советской археологии,16.04.2025,2025,post_2022,https://www.theartnewspaper.ru/posts/20250408-tjro,"Выставка «Не слитно, не раздельно» не про орфографию. Она посвящена Хорезмской экспедиции — советскому модернистскому проекту, в котором археологические исследования были одним из этапов преобразования природы и жизни",западное искусство
The Art Newspaper Russia,Выставки,Пушкинский музей раскрывает двери гравюрного кабинета,21.04.2025,2025,post_2022,https://www.theartnewspaper.ru/posts/20250421-myds,"Выставка, организованная совместно с Российской государственной библиотекой, показывает произведения графики, которые стали частью собрания музея в непростой период, совпавший с Первой мировой и Гражданской войнами и революцией",национальное российское искусство
The Art Newspaper Russia,Выставки,"Русский музей создал выставку, посвященную первому директору — Георгию Романову",21.04.2025,2025,post_2022,https://www.theartnewspaper.ru/posts/20250421-lcsm,"Архивные материалы рассказывают не только о жизни великого князя Георгия Михайловича Романова, коллекционера-нумизмата, но и о развитии собрания Русского музея",национальное российское искусство
The Art Newspaper Russia,Выставки,«Переход» Татьяны Назаренко: призраки 1990-х ожили в «Гараже»,30.04.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260430-achr,"В открытом хранении музея «Гараж» пополнение. Один новый проект, объединивший литературные и визуальные эксперименты в работах художниц и поэтесс, и один классический — знаменитая инсталляция Татьяны Назаренко 30-летней давности",национальное российское искусство
The Art Newspaper Russia,Венецианская биеннале,«Народные львы»: лучших участников Венецианской биеннале определят зрители,04.05.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260504-swld,"Голосовать за лучшего участника основного проекта и лучший национальный павильон будут посетители. Такое решение организаторы приняли после отставки международного жюри. Награды вручат 22 ноября, в последний день работы биеннале",национальное российское искусство
The Art Newspaper Russia,Выставки,Радость человеческого общения в двух экспозициях Ренуара,05.05.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260505-wnte,"В Музее Орсе — параллельная программа. Открывшиеся в один день выставки «Ренуар и любовь. Жизнерадостный модерн» и «Рисунки Ренуара» призваны продемонстрировать, что творчество художника далеко не ограничивалось «милыми картинками»",западное искусство
The Art Newspaper Russia,Выставки,Триумфальное возвращение Михаэлины Вотье,05.05.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260505-xmbt,"В Лондоне, в Королевской академии художеств, открылась ретроспектива забытой фламандской художницы XVII века, большинство работ которой были утрачены, убраны в запасники или атрибутированы другим живописцам",восточное искусство
The Art Newspaper Russia,Выставки,Анри Руссо: путь Таможенника от насмешек к признанию,06.05.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260506-hujw,"Ретроспектива в Музее Оранжери, объединившая две коллекции Анри Руссо — из Парижа и из Филадельфии, показывает, что «наивный» художник был не таким уж и наивным, когда речь шла о поиске клиентов. Впрочем, при жизни успех ему не сопутствовал",западное искусство
The Art Newspaper Russia,Выставки,"Как Мстёра из оплота иконописи превратилась было в оплот авангарда, но не навсегда",13.05.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260513-nxpm,"Выставка «Свомас: Свободные мастерские авангарда» собрала в Суздальском кремле свыше 200 экспонатов, рассказывающих о революционных трансформациях старинного села Мстёра, поместившихся в короткий промежуток времени в 1920-х годах",национальное российское искусство
The Art Newspaper Russia,Выставки,"«Катеринушка, друг сердешный»: в Эрмитаже чествуют первую русскую императрицу",25.05.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260525-hpzx,"Идея выставки «Екатерина I», по словам ее создателей, состоит в том, чтобы показать судьбу женщины из низов, волею царя вознесенной на самый верх. Это правда: Петр I умел ценить людей, невзирая на их происхождение",национальное российское искусство
The Art Newspaper Russia,Венецианская биеннале,Карнавал со слезами на глазах: основной проект биеннале в Венеции,12.05.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260512-yonz,"Основной проект 61-й Венецианской биеннале, выставка «В минорном ключе», хоть и говорит о грустных вещах, выглядит при этом по-праздничному. Главный редактор нашей газеты Милена Орлова прочувствовала ее атмосферу",западное искусство
The Art Newspaper Russia,Выставки,Выставка «Дом 21»: как Центр «Зотов» превратился в настоящий «богемский приют»,20.05.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260520-jlkm,"Залы экспозиции стилизованы под квартиры-мастерские ВХУТЕМАСа по адресу: Мясницкая, 21. Посетителей ждет воображаемое путешествие в гости к Александру Родченко и Варваре Степановой, Александру Древину и Надежде Удальцовой и другим художникам",восточное искусство
The Art Newspaper Russia,Выставки,«Москва — космос — Владивосток»: как почувствовали оттепель на Дальнем Востоке,14.05.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260514-gnep,"Выставочный проект, придуманный кураторами московского Центра Вознесенского, исследует социальные и культурные процессы оттепели 1950–1960-х годов применительно к конкретным точкам на карте. Первой стал Владивосток",восточное искусство
The Art Newspaper Russia,Выставки,Беатриса Сандомирская — миссионер от авангарда в Пушкинском,19.05.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260519-vzdg,"Выставка впервые показывает творчество художницы под углом мирового модернизма, заставляя сравнивать ее работы с такими скульпторами, как Константин Бранкузи или Хана Орлова, или оценивать наравне хотя бы с той же Верой Мухиной, канонизированной в СССР",западное искусство
The Art Newspaper Russia,Выставки,Русский музей показывает Шишкина,29.04.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260429-txkh,"На выставке «Русский лес» можно увидеть знаменитейших так называемых «Мишек» и «Рожь», но не только: здесь собрано все лучшее из наследия Ивана Шишкина из разных музеев и частных коллекций",национальное российское искусство
The Art Newspaper Russia,Венецианская биеннале,Топ-5 павильонов в Джардини на биеннале в Венеции,06.05.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260506-iacf,"В биеннале современного искусства участвует порядка 100 стран. На ее главной площадке, в садах Джардини, расположено два десятка национальных представительств. Главред The Art Newspaper Russia Милена Орлова выбрала среди них самые запоминающиеся",западное искусство
The Art Newspaper Russia,Выставки,«ИнГаллери» отправилась в космическую одиссею,29.04.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260430-gvib,Выставка живописных работ Андрея Новикова «Озимандия» исследует тему памяти и путь цивилизации от зарождения до угасания,национальное российское искусство
The Art Newspaper Russia,Выставки,"Скульптура на свалке, кофейня в избе и спасенная водонапорная башня",16.04.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260416-gpbc,В историческом здании прядильной фабрики в Иванове показывают выставку «Видимо-невидимо» о неочевидных культурных инициативах жителей области,национальное российское искусство
The Art Newspaper Russia,Выставки,В Музее имени Андрея Рублева рассказывают о высоком иконостасе,27.04.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260427-fwfu,"Расположение икон, полностью скрывающее алтарь, типично для подавляющего большинства наших храмов, от больших соборов до сельских церквей. Высокий иконостас — уникальное явление в мировой христианской культуре, в эпоху позднего Средневековья встречавшееся только на Руси",западное искусство
The Art Newspaper Russia,Новости,"Планы музея «Гараж»: искусство 1980–1990-х, современный танец и «Тающий дневник» в Доме Наркомфина",23.04.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260423-bjvy,"В течение нынешнего года в музее состоятся показ современного искусства 1980–1990-х в открытом хранении, танцевальный фестиваль, перезапуск проекта «Арт-эксперимент» и издание 30 книг о советском и современном искусстве, архитектуре и кинематографе",западное искусство
The Art Newspaper Russia,Выставки,Иван Плющ и Ольга Тобрелутс: столкновение смыслов обошлось без жертв,23.04.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260423-cogw,"Русские художники в американском музее представили выставку, которая строится на диалоге не только двух авторов, но и двух миров — видимого и невидимого. Кульминацией этого диалога становится диптих-видео, где картины оживают",национальное российское искусство
The Art Newspaper Russia,Выставки,KGallery обратилась к неисчерпаемой теме оттепели,22.04.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260422-lpjp,Выставка «Долгая счастливая жизнь» посвящена короткому и легендарному периоду в художественной жизни Ленинграда между выставкой Пикассо в Эрмитаже в 1956 году и вечером творческой молодежи в Доме писателя в 1968-м,национальное российское искусство
The Art Newspaper Russia,Выставки,"ММОМА отвечает на вопрос, что ХХ век сделал с пространством",21.04.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260421-mfmr,Выставка в рамках долгоиграющей программы Московского музея современного искусства «Коллекция. Точка обзора» представляет исследование понимания пространства в искусстве ХХ — начала XXI века. Проект «Меры пространства» ставит вопросы о его бесконечности и изменчивости,западное искусство
The Art Newspaper Russia,Выставки,Музей русского импрессионизма покажет свои проекты за пределами Москвы,20.04.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260420-paax,"Свой юбилейный, десятый год музей отметит выставками в регионах страны, от Владивостока до Великого Новгорода",национальное российское искусство
The Art Newspaper Russia,Венецианская биеннале,"Патти Смит, Джим Джармуш и Брайан Ино участвуют в проекте Ватикана на биеннале в Венеции",16.04.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260416-szxc,"Выставка Святого престола «Ухо — глаз души», посвященная жизни и наследию бенедиктинской монахини, святой Хильдегарды Бингенской, пройдет на двух площадках — в саду церкви Скальци и в церкви Санта-Мария Аусилиатриче",восточное искусство
The Art Newspaper Russia,Выставки,«ГЭС-2» пытается сыграть на понижение температуры,16.04.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260416-shpl,"После «Курса на Север» в Пушкинском и наряду с «Арктикой» в Третьяковке «ГЭС-2» представил собственное исследование холода. Его название, «Формулы вечности», отсылает, конечно, к «Снежной королеве». Кстати, на выставке есть и подходящий трон изо льда",национальное российское искусство
The Art Newspaper Russia,Выставки,Гармония в единстве с природой: живопись Эмили Карр,15.04.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260414-pqsn,"Выставка Эмили Карр состоит из работ, изображающих ее родную Британскую Колумбию, преимущественно из фондов Художественной галереи Ванкувера, которая обладает крупнейшим в мире собранием произведений выдающейся представительницы канадского модернизма",западное искусство
The Art Newspaper Russia,Выставки,"Гвен Джон: тихая «рассказчица гармоний», о которой вы могли не знать",14.04.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260414-hguv,"Национальный музей Кардиффа проводит крупную ретроспективу Гвен Джон (1876–1939). Девяносто один год назад музей приобрел картину практически неизвестной тогда художницы всего за £20, а сегодня Джон числится в его коллекции едва ли не главной звездой",западное искусство
The Art Newspaper Russia,Выставки,Проект «Казань — Ташкент» рассказывает о татаро-узбекских пересечениях в искусстве ХХ века,14.04.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260414-mueh,"В Центре современной культуры «Смена» идет выставка «Казань — Ташкент. Пересечения в искусстве ХХ века» о взаимовлиянии и истории культурных связей между Татарстаном и Узбекистаном, рассказанной через судьбы ключевых героев и сюжетные линии",восточное искусство
The Art Newspaper Russia,Выставки,Квэбуль: монументальное буддийское искусство в музейном пространстве,27.05.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260527-twdr,Выставка в Национальном музее Кореи представляет редкую возможность увидеть знаменитый свиток начала XVIII века с изображением Будды. Квэбуль размером 8 на 6 м на время покинул храм Бончжонса в древнем городе Андон,восточное искусство
The Art Newspaper Russia,Выставки,"Во-первых, это красиво. А во-вторых, нет",10.04.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260409-fomd,"Выставка «Красота и безобразие» в брюссельском Дворце изящных искусств Bozar показывает, как художники Италии и Северной Европы в последней четверти XV — XVI веке представляли крайности прекрасного и уродливого",западное искусство
The Art Newspaper Russia,Выставки,Центр Вознесенского начинает проект «Другая Оттепель» в регионах,28.04.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260428-gvsi,"Во Владивостоке, в главном корпусе Музея им. Арсеньева, 30 апреля открывается выставка «Москва — космос — Владивосток. Графическое путешествие по оттепели на Дальнем Востоке»",восточное искусство
The Art Newspaper Russia,Выставки,Дима Retro: между свободным падением и двойным дном,27.05.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260527-nbxp,«Последняя капля» — именно так парадоксальным образом называется первая персональная выставка петербургского граффити-райтера Димы Retro в галерее Ruarts. В ней он исследует хрупкость и уязвимость процессов восприятия,национальное российское искусство
The Art Newspaper Russia,Выставки,«Евангелие от Титана»: художники-шестидесятники о людях и машинах,30.06.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260630-wjve,"Выставка «Евангелие от Титана» в фонде In artibus посвящена образу человека-машины в неофициальном искусстве 1960-х. Работы Вулоха, Зверева, Неизвестного и других авторов вступают в диалог с современными страхами вокруг биотехнологий и имплантов",восточное искусство
The Art Newspaper Russia,Выставки,"Соловьи поют, заливаются: Суздаль стал пространством диалога",29.05.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260529-otsh,"Творческое сообщество МИРА отметит четырехлетие 30 мая открытием проекта «Когда поют соловьи», который будет представлен сразу на нескольких площадках: в МИРА центре, «Ларце» и «Аквариуме»",восточное искусство
The Art Newspaper Russia,Москва Россия,Великолепная красота: народный костюм из собрания Шабельской в «Царицыно»,09.04.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260409-zkng,"Кичка, сорока, венец, коруна — эти и другие предметы русской старины из прославленной коллекции Натальи Шабельской, впервые собранные из разных музеев России, показывают на большой выставке",национальное российское искусство
The Art Newspaper Russia,Выставки,В Музее современного искусства «Гараж» новый вариант «Открытого хранения»,01.07.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260701-jigd,"Экспозиция «Искусство на частоте 1980-х» приглашает прочувствовать особое настроение эпохи, когда художники вдохновляли кинематографистов, музыканты — художников, а все вместе они образовали уникальную коммуникативную среду",западное искусство
The Art Newspaper Russia,Выставки,Бродский и Новиков встретились у Ахматовой,01.07.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260701-auzy,"В Санкт-Петербурге, в Музее Анны Ахматовой в Фонтанном доме, проходит выставка «Бродский — Новиков. Эскиз перспективы». Мемориальные вещи поэта сопоставлены с произведениями Тимура Новикова, основателя Новой академии",национальное российское искусство
The Art Newspaper Russia,Выставки,Алексей Исупов: вятские корни и итальянские мотивы,01.07.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260701-ujvs,"В Москве, в Доме русского зарубежья — выставка художника, который сумел покорить Италию. Как Алексею Исупову удавалось чувствовать себя своим в самых разных мирах — от русской глубинки до Венецианской биеннале?",западное искусство
The Art Newspaper Russia,Выставки,Творческий кластер «Фабрика» пускает зрителей на крышу,30.06.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260630-hnyi,"«Сон во время пробуждения» — второй выпуск проекта «Неистовый конец», знаменующего (очевидно) скорое закрытие и снос Центра творческих индустрий «Фабрика». И сон этот получился тревожным",западное искусство
The Art Newspaper Russia,Выставки,Елизавета Званцева и ее пансион авангардных девиц,30.06.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260630-oafr,"Героиней новой выставки Музея русского импрессионизма стала женщина — дореволюционный успешный менеджер, которая смогла собрать великолепный коллектив преподавателей и вырастить два поколения людей, умевших ярко видеть",национальное российское искусство
The Art Newspaper Russia,Крупным планом,Учиться у Штиглица: как создать себе самый надежный памятник,29.06.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260629-dlun,"Эрмитаж открывает выставку, посвященную великому меценату Александру Людвиговичу Штиглицу, основателю Центрального училища технического рисования, отмечающего 150-­летие, и грандиозного музея при нем",западное искусство
The Art Newspaper Russia,Выставки,Путешествие из Реймса в Люберцы: судьба «Дамы с розовыми лентами»,29.06.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260629-ooqr,"В музейно-выставочном комплексе подмосковного города показано приобретение 2014 года, недавно отреставрированное. Портрет французской дамы XIX века оказался в Люберцах не случайно — и это часть истории, рассказанной на выставке «Неизвестная Терез»",западное искусство
The Art Newspaper Russia,Выставки,"Хлеб всему голова, а также туловище, руки и ноги",22.06.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260622-qslq,Три гигантские скульптуры Андрея Кузькина из хлебного мякиша восстановлены автором и вновь увидели свет в Санкт-Петербурге,национальное российское искусство
The Art Newspaper Russia,Выставки,"Федор Шехтель: «живой человек, а не эфемерный мастер»",22.06.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260622-lphg,"Большая ретроспектива самого знаменитого творца московского модерна показывает, как Шехтелю удавалось сочетать в своих работах полет фантазии и изысканную декоративность с новейшими архитектурными технологиями",западное искусство
The Art Newspaper Russia,Выставки,В Музее театра и музыки пригласили в мастерскую театрального художника,18.06.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260618-nifz,"В Шереметевском дворце проходит выставка о мастерах, которые обычно остаются «за кадром», но самым прямым образом влияют на наше восприятие театральных постановок",национальное российское искусство
The Art Newspaper Russia,Выставки,Вера Мухина: валькирия советского ар-деко,17.06.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260617-fzdr,"Сразу две выставки, посвященные великой художнице, открылись в Москве — без привязки к какой-либо круглой дате. Впрочем, творчество Веры Мухиной заслуживает того, чтобы говорить о нем с двойным усердием",национальное российское искусство
The Art Newspaper Russia,Нижний Новгород Россия,"Выставка о выставке, или Картинки с «Великой Всероссийской»",16.06.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260616-gamr,"Пакгауз на стрелке Волги и Оки вспомнил, что служил каркасом для павильона Всероссийской выставки. До ноября здесь открыт портал в 1896 год: сохранившиеся артефакты, щедро приправленные мультимедийными технологиями, переносят нас на 130 лет назад",восточное искусство
The Art Newspaper Russia,Выставки,Ускользающие феномены московской живописной школы,28.05.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260528-pxcb,"Классическая живопись вновь обретает актуальность и триумфально возвращается на российскую арт-сцену — считают кураторы выставки «Феномены» в ММОМА на Петровке, 25, Анна Арутюнян и Андрей Егоров",западное искусство
The Art Newspaper Russia,Санкт-Петербург Россия,"Два Маковских: разные, но равновеликие художники",15.06.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260615-gsdy,"В Санкт-Петербурге, в Музее Фаберже, проходит ретроспективная выставка «Константин и Владимир Маковские. Любовь земная и любовь небесная», рассказывающая о творческом пути двух великих братьев",западное искусство
The Art Newspaper Russia,Выставки,"Выставка пастели: искусство, которое боится всего на свете (и света тоже)",10.06.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260610-fqvc,"Третьяковская галерея показывает шедевры, созданные в редкой и уязвимой технике пастели: крестьянские образы Венецианова, «элегантный графизм» Серова, почти трехмерного Врубеля и эксперименты авангардистов",западное искусство
The Art Newspaper Russia,Выставки,Новый шанс познакомиться с греческой частью коллекции Георгия Костаки,09.06.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260608-msrp,"В Афинах проходит выставка работ из знаменитого собрания Костаки. «Русский авангард» препарировали: теперь указывают национальности авторов — от латыша Клуциса до Малевича, родившегося на Украине в польской семье",национальное российское искусство
The Art Newspaper Russia,Выставки,Север на двух этажах: от перемещения народов до портовой инфраструктуры,09.06.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260608-awvm,"В красноярском Музейном центре «Площадь Мира» представили «Идею Севера» — выставку о северных территориях. Она включает этнографические предметы, экспедиционные карты, портреты в полярную ночь, интерактивные элементы и работы современных художников",национальное российское искусство
The Art Newspaper Russia,Выставки,Берлинское завещание Константина Горбатова,08.06.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260608-olsm,"Выставка к 150-летию уроженца Ставрополя рассказывает историю его художественного наследия, которая началась в июне 1945 года в его квартире в Берлине и вот уже более 60 лет продолжается в музее «Новый Иерусалим»",западное искусство
The Art Newspaper Russia,Выставки,«Собор святых» в Нижнем Новгороде: сказание о реставрации,08.06.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260608-bdxf,"Не Пермью единой: семь десятков редчайших образцов деревянной скульптуры из храмов Нижегородской области показывают в местном кремле, в Манеже. Из них 47 экспонатов перед выставкой прошли реставрацию в Центре им. Грабаря",национальное российское искусство
The Art Newspaper Russia,Биеннале,Болотная биеннале: арт-табор на крыше,04.06.2026,2026,post_2022,https://www.theartnewspaper.ru/posts/20260604-fntg,На крыше Московского дворца молодежи прошла 3-я Болотная биеннале. Несколько десятков независимых художников провели уик-энд в 30 павильонах-палатках. Об ироничной пародии на Венецианскую биеннале рассуждает критик Юлия Тихомирова,западное искусство
